Genes	logFC	logCPM	PValue	FDR
3_348	0.337947319360332	5.45478717521268	0.341061352087492	0.565544405831727
220_13	0.8470861465567	-1.30609640341466	0.341076052784349	0.565544405831727
35773	-0.362154058868698	4.11545134444206	0.341081734756094	0.565544405831727
858_2	0.376148672431456	3.86489822027936	0.341133879927847	0.56558609317571
9_310	-0.509553054128597	2.04896891439972	0.341230224327563	0.56567756081486
44301_1	0.592683655487485	1.60518955826636	0.341305606818946	0.56567756081486
37_134	0.363998895512892	6.52156266852246	0.341308062968748	0.56567756081486
81_158	0.414912956640266	3.31403283693808	0.341323540644276	0.56567756081486
19_46	0.342112603343102	5.72860110676673	0.341324087542526	0.56567756081486
14_233	0.646279668429762	-0.666399351280433	0.341377704945462	0.565703844810003
30_44	0.381896498096374	6.64817072954001	0.341424990213423	0.565703844810003
3497_1	-0.547120670557675	0.69294483916131	0.341442095419769	0.565703844810003
51_133	0.356251960135633	6.69635346548171	0.341447983102796	0.565703844810003
13_121	0.360834988809129	6.5181866273991	0.341542487358494	0.565815660659943
39921	-0.344165242256851	6.02713724648117	0.341586246469623	0.565843398632257
2508_1	-0.387190433672969	3.80576056217592	0.341768876605958	0.566097885991341
47_51	-0.352412206172655	4.56282459131155	0.341813010013948	0.566097885991341
214_9	0.976323204002064	-2.07703261346755	0.341820957943781	0.566097885991341
2_250	0.427359206776822	6.98643260308372	0.341868254860552	0.566120693262838
563_2	-0.441743106725605	2.66826572937581	0.341925496461953	0.566120693262838
1_262	0.347715022962149	6.14829322589905	0.34194765839074	0.566120693262838
132_25	-0.371192986240568	3.90931697676614	0.341951906715677	0.566120693262838
3_125	0.357135191772869	6.2288806074256	0.34196987401105	0.566120693262838
1080_2	-0.461578793546744	2.20527535929256	0.342032518424865	0.566179648969319
7_103	0.375010090944992	7.38044540908358	0.34207876738003	0.566211457465997
1_52	-0.375775741930921	3.93426721731415	0.342131071550574	0.566253282783626
19_188	-0.466676033271026	3.83738669458326	0.342176830355592	0.566257486564092
190_16	-0.360213459925854	6.65071181851464	0.342187682379647	0.566257486564092
112_51	-0.402732045977752	3.92039342029156	0.342220351002684	0.566266807690885
36_80	0.891570489138539	-0.322509348228893	0.342360999155118	0.566454785315108
96_38	-0.694942604989116	-0.653754137027792	0.342395674131236	0.566467408742396
34_221	0.387837727234086	3.82870821581632	0.342434497909369	0.566486893508548
138_35	0.410137149912619	3.5830771831347	0.342512874487449	0.566571801938053
132_32	0.361566795589509	4.2015063186837	0.342602498355043	0.566675300327441
66_97	-0.405155649609316	4.0600965321797	0.34275106543734	0.566843538534792
157_24	0.367200230343574	4.04231866866347	0.342758339247703	0.566843538534792
29936_3	-0.416608704161974	3.33582020086679	0.342871866473284	0.566986518496995
112_84	0.462274143656704	1.93542454014361	0.343040693935543	0.567190473528816
4_49	-0.345893333435614	5.94471270837671	0.343049363507426	0.567190473528816
8_127	-0.362201972955107	4.64871367561056	0.343096949443244	0.567214396040926
5_15	0.471936860560392	1.90109774227709	0.343118974528632	0.567214396040926
63_24	-0.464043105662407	2.10828683696237	0.343145075781073	0.567214396040926
301_1	0.452366749198918	2.46526910877518	0.34328476587091	0.567400522503646
37_24	0.567532186361588	1.00123544998246	0.343365818102178	0.567489707263482
77_81	-0.357635932806038	4.2765940620693	0.343494853911989	0.56761384199884
70_83	0.358645136504483	6.35224416568454	0.343495127588221	0.56761384199884
31_11	-0.350780357642095	5.74250817572134	0.343546982694931	0.567654745388556
103_6	0.425443337837598	2.95697433032974	0.343602905107103	0.567702362346633
217_14	-0.371205813106628	4.4655004830042	0.343655598835688	0.567744637767274
235_5	-0.361301638846326	6.41038614127769	0.343731623470352	0.567766515506342
14_247	0.617025886662822	0.0466985688011875	0.343749014831434	0.567766515506342
163_11	-0.690640804525029	0.0888409750302792	0.34375117613076	0.567766515506342
129_77	-0.359233887697047	4.12026192862347	0.343777271408519	0.567766515506342
55_81	0.382550327517874	8.43226552452863	0.343815310024461	0.567784567410103
19_214	0.343549861808615	6.09857262835642	0.343893340968434	0.567868655517491
277_15	0.346101332163217	4.96873031948561	0.343952567891812	0.567921681867876
26_297	0.589447552507014	0.770166380227922	0.344162636372791	0.568223744192661
23_143	0.343743468553461	5.97817478813746	0.344405004227832	0.568579082017178
53_147	-0.358134462871703	4.43513493953396	0.344516535049539	0.56871838166871
56_119	0.856599859773408	-0.281305661391121	0.344786458159271	0.569119108373073
3_431	0.481356944444548	2.11526804776864	0.34485857613377	0.569193292129379
184_17	0.356811248705063	6.42444564970846	0.345195943954821	0.569625938757397
27_56	0.548876083832294	0.870611751921542	0.345200654818206	0.569625938757397
209_15	0.368123818231167	4.60579073359558	0.345202293657085	0.569625938757397
106_70	-0.685634616161013	-0.404568611883605	0.34523113359224	0.569628650786944
108_34	-0.336598367620613	5.69103256248952	0.345386494121016	0.5698401039279
91_47	0.795703861523977	-1.09504562788185	0.34546145969278	0.569918893609427
84_104	0.361144983837052	4.6232411835446	0.345517129493145	0.569956305366076
17_121	0.348781438017784	4.71947279291567	0.345538561257505	0.569956305366076
210_6	-0.351970405736566	4.58144983711213	0.345679704766623	0.570115643111234
29_14	-0.476529287008753	2.80362706344748	0.345689599785757	0.570115643111234
5_267	-0.33326005284155	5.5280995908887	0.345747868866214	0.570166846185565
123_39	-0.356740532512956	4.77128842204343	0.345791782685728	0.570194370048226
94_23	0.920184087519747	-1.11420761729915	0.345821334699051	0.570198209499459
40_27	0.557205832828289	0.56411906183343	0.345937220934529	0.570344387002024
21_36	0.333578724036876	5.66279661177669	0.34600452797988	0.570403831562373
42393	-0.404508470108133	3.40475193989625	0.346027743319719	0.570403831562373
37_46	-0.415600455121443	5.03148371985324	0.346113277170622	0.570499928412582
91_13	-0.530492140611829	0.993646860324561	0.346369378077982	0.570856675880236
146_69	0.389030932145604	8.57485597542814	0.346384220279872	0.570856675880236
179_54	0.34384227926731	6.14084802711687	0.346450281880852	0.570920625806015
55_65	0.37535566959869	3.85622806501685	0.346523284115859	0.570996002344951
7_61	0.418822159044989	3.24734944343297	0.346636627066435	0.57113018664623
2_314	-0.388053260934964	3.60063758912266	0.34665925341769	0.57113018664623
234_8	0.356825171938344	4.46308886084478	0.346717331891055	0.571166485236028
4_27	0.355122260682209	5.37597620442561	0.346735825245934	0.571166485236028
8_133	0.616133130588656	0.658194732469248	0.346768859543266	0.571175980114321
68_39	-0.34247455326836	6.04039348478572	0.346886153862494	0.571324250424624
623_3	-0.411557581614097	3.31219182665753	0.347072157184811	0.57158565279414
5_339	1.43127737364435	-2.48894760397672	0.34721927657118	0.571752267984177
6_78	0.334164459347831	5.42635319522296	0.347227923072749	0.571752267984177
13_298	0.65443910698651	1.12122216475203	0.347271504315169	0.571779078522225
71_69	-0.460394838848974	4.47051297406811	0.347416748131938	0.571973258105914
12_59	0.353896921276566	6.28555391694209	0.347509605964909	0.57208116772263
43335	0.792130607678428	-1.33938737741005	0.347596329670792	0.572178962979782
62_139	0.517803242046895	1.65164716540698	0.347693994018218	0.572294750861421
136_45	-0.735369786371236	-0.806499011397584	0.347748444388434	0.572339397117377
48_220	0.361699019814033	4.11341608387775	0.347893330767522	0.572532868148484
161_33	0.331761378988862	5.71030540220044	0.347927938865105	0.572544836543811
97_80	-0.404967567107772	6.12446027914915	0.347978467824877	0.572583000125072
73_68	0.45394129577928	2.09085716741535	0.34804867248025	0.572609290296969
103_68	0.49578700990285	1.35165566997291	0.348049122691368	0.572609290296969
12_264	0.50195641267826	1.47137961302216	0.34813581378197	0.57270692897136
286_5	-0.404393688247316	3.34283777646104	0.348202317163095	0.572770075708983
115_10	-0.374999565498924	6.96474666775182	0.348228892054342	0.572770075708983
4_59	0.42930650423213	2.79171114280823	0.348361862569224	0.572871005923699
161_41	-0.490409725364015	1.3682360445486	0.348368400923337	0.572871005923699
129_78	-0.343798433178246	4.81519270154825	0.348372308543813	0.572871005923699
52_102	0.334662554653154	5.72641592561243	0.348556204939518	0.573121152572819
9_261	-0.351650502918402	5.77382229819125	0.348579153145149	0.573121152572819
65_143	0.365737646823748	3.93193105284744	0.348698891035959	0.573241469515787
17_2	0.354775215921016	6.51713598900754	0.34870706913825	0.573241469515787
17_124	-0.470155226482779	1.95276844162635	0.348756259722066	0.57327733949762
20_75	-0.419013579505258	3.19543117323322	0.348838728616211	0.573364766932917
5_285	0.333374963484704	5.57272646779155	0.34887728631142	0.573364766932917
63_20	-1.2925641985379	-2.37142803149414	0.34891624880471	0.573364766932917
7_162	0.426183504211514	3.37859605941072	0.348918945778322	0.573364766932917
188_16	0.508772675744874	3.18400536435982	0.34896407463845	0.573393939225098
3_88	0.343484548410775	4.79139349597661	0.349039952903218	0.573473628299176
2261_1	0.578612191454259	0.288216430278111	0.349148020361995	0.573606187660365
20_127	-0.397635971798687	6.9724624180368	0.349187949088019	0.57362679165871
3364_1	0.467482928446578	2.00812625239011	0.349241995231335	0.57367058192458
104_81	0.356505072522541	4.4133230727726	0.349313678641404	0.57374333431181
3_393	-0.337067474472181	5.64593026883809	0.349456000996833	0.573932089773283
116_27	-0.446481488244986	2.33332455322418	0.349507974766156	0.573972442486838
40_73	0.493833005881153	1.2731351271814	0.34959947779995	0.574077699923164
59_119	0.421168211264502	3.04648609111755	0.349753703894876	0.574215371253732
34_146	0.381534599084205	4.33699929948271	0.349776542375534	0.574215371253732
82_40	0.649034683730095	-0.330780014730289	0.349806066588679	0.574215371253732
28_105	0.451946561388007	6.94983683327589	0.349825424701118	0.574215371253732
62_36	0.362354469338097	4.08026609248603	0.349884478827713	0.574215371253732
226_2	0.336094943977049	5.90304771989467	0.349903556252285	0.574215371253732
117_4	0.776920493506824	-1.53476337729351	0.34990376393217	0.574215371253732
131_14	0.470341063634986	1.72258040105247	0.349917231785552	0.574215371253732
6_175	-0.339775586618277	5.85508897100025	0.349930054842809	0.574215371253732
38183	-0.586273439325527	0.328084027653029	0.349981540579428	0.574254866230797
672_3	-0.411111275200815	3.43966391635031	0.350057547136538	0.574334585992072
35233_1	-0.521335630125262	0.917349381178393	0.350271942409329	0.574506404761096
43_86	0.902070285913691	-0.394465023371552	0.350286272163524	0.574506404761096
82_74	-0.465669161720508	2.61320974544425	0.350293374947905	0.574506404761096
19_250	0.379768458671702	3.674620639705	0.350304545549302	0.574506404761096
25_83	-0.467552456637203	1.9834128208776	0.350319149879382	0.574506404761096
6_424	-0.37154021259304	4.85266597010703	0.350326846579552	0.574506404761096
130_3	0.36115103660165	4.71305848410796	0.350491430815021	0.574731309670446
5_338	0.332019804188878	5.37434253373288	0.350525644380177	0.574738403532383
62_70	-0.349892134378708	5.18098877324205	0.350550637628369	0.574738403532383
56_66	0.357035390906489	4.61262733325994	0.350580416420836	0.574742237158298
9_243	-0.379985313308312	6.81753262853379	0.350773510338494	0.575013788372838
90_69	-0.35255080958632	4.41708124646968	0.350937923151799	0.575238284584006
104_80	0.815793709673517	-1.32212566929996	0.3510383861447	0.575327183117029
2050_2	0.363848164499615	3.90963005595544	0.351047094783272	0.575327183117029
2_140	-0.345377475661501	6.1191846121133	0.35112455383715	0.575409105713098
131_67	-0.8278007246064	-1.52349071278809	0.351175777265033	0.575442300624782
43122	0.376329688759262	4.78216899853192	0.351199757884296	0.575442300624782
36_164	-0.337826931413658	6.04928994862	0.351418519689034	0.575755702040583
59_20	0.379030925325109	3.70771016893463	0.351481706231386	0.575814183575782
33_59	0.426344988899025	2.73627325173157	0.351518709423003	0.575829764497481
34911	-0.476812825480233	3.02231179718096	0.351563741688288	0.575858494538297
117_51	0.353099560881311	6.3269002634524	0.351632037450692	0.575925322521485
109_2	0.813148531567328	-1.32129900733866	0.351697626474845	0.57598770713235
150_56	0.341889071186937	6.15205867433701	0.351823037594974	0.576076579272079
40341_1	0.617169867962236	1.8589966412924	0.351827198561878	0.576076579272079
46_116	0.347691877220354	4.56135381259038	0.351834404490257	0.576076579272079
16_149	-0.424290187449532	2.73568832599565	0.351934931206789	0.576196133364042
30_143	0.405152887469885	5.22089155447831	0.351995248195382	0.57624984160171
21_25	0.431959614749875	2.93362918630188	0.352032321000629	0.576265491469963
3_192	-0.37366298637162	3.76859383601142	0.352136194531741	0.576390480968062
62_141	-0.356782933070174	7.15301810490861	0.352363897442797	0.57671812393056
11_50	-0.341100587001899	4.76003010846609	0.352432345069438	0.576785081065743
155_12	-0.454352162123005	4.59213936488406	0.352625152400045	0.577055536918426
12_76	0.337576318037155	5.88224891514237	0.352692350673921	0.577120412880099
287_5	-0.508087062877463	1.86513107943732	0.352813073368541	0.577157208056414
58_107	-0.379447514680968	3.81307213600479	0.352814594086758	0.577157208056414
64_40	0.85471931790284	-1.40360221669506	0.352819937242789	0.577157208056414
2_352	0.448973186824902	2.20679298736337	0.352825060489584	0.577157208056414
6_145	-0.348431115738708	5.08606380743976	0.352873619439529	0.577191562605305
1_413	0.348179522298109	6.69237261309137	0.352923226088674	0.577219924536087
922_1	0.332082686085801	5.08903937491138	0.352946076559258	0.577219924536087
107_23	0.858419021312039	-1.71390543134658	0.353228124337669	0.577636091837326
73_1	0.394796461019731	3.4540555671613	0.353523346895126	0.578073737272107
103_58	0.361409147641891	7.48262950528845	0.353815630049523	0.578467250323653
7_42	-0.358536441059687	4.18318174279587	0.353819238190323	0.578467250323653
91_24	-0.422401795580112	2.72970267066304	0.353941313140548	0.578621667478051
27_183	-0.354819160110114	4.22156535385693	0.354094667943168	0.578827192700356
62_63	-0.814496231506906	-1.51969707942425	0.354141830790783	0.578859110809501
92_67	0.35474981459268	4.0887209938482	0.354199529217784	0.578874874434021
80_115	-0.423011804923102	2.8762679993131	0.354206750572758	0.578874874434021
33846	-0.401396187928272	3.77382385462366	0.354415419363833	0.579134975628581
1500_1	-0.514029562155024	1.1444966048923	0.354421203991747	0.579134975628581
26_204	0.402242674365553	3.26265478811164	0.354616928478184	0.579329764588012
42_27	-0.366057414056734	4.45849791212941	0.35461892660732	0.579329764588012
27_6	-0.441695239415848	2.79083727101976	0.354623390393072	0.579329764588012
34_219	-0.327136354902238	5.62526238255374	0.354657371671619	0.579333844790122
228_24	0.386453340780276	6.98015295590148	0.354685671487717	0.579333844790122
69_27	0.338117534872901	5.2833008823796	0.354708867299524	0.579333844790122
198_11	0.403029433075393	10.042562504153	0.354765430893918	0.579381048738643
39873	-0.330132917462735	5.82258041121326	0.354799833559302	0.579392056284078
11_31	-0.37642118798252	3.70303157711762	0.355038166750035	0.579736056956379
9_169	-0.361601075351013	8.26559493532736	0.355090006278576	0.579775505262299
94_28	-0.608052319560081	-0.351738862203299	0.355198235065624	0.579907010168328
84_119	-0.365940237960851	7.29424155882299	0.355310097320904	0.579972618349393
131_17	0.340780744441905	5.81402527434413	0.35532548327157	0.579972618349393
127_3	0.373179686149343	6.65197527552626	0.355328758847275	0.579972618349393
12_90	-0.364022814990438	6.69360360021497	0.355349181727274	0.579972618349393
2_318	0.785927943263625	-1.0918788024656	0.355381277827579	0.579976602540448
139_69	-0.340374850714336	4.89060416730089	0.355407003753003	0.579976602540448
148_11	0.330903680661686	5.9560190131473	0.355463079785365	0.579986121310932
12_114	-0.684755900411746	-0.683426269234699	0.355468218633012	0.579986121310932
119_47	0.350963452702923	4.31610660879495	0.355589109530994	0.580138175660279
447_2	0.461660544848897	2.96513164251547	0.355676877076684	0.580236170291389
2_368	0.533041013803245	1.01242571458429	0.355810560034627	0.580408429399811
114_49	1.28421739668319	-2.09790026576567	0.355837891712723	0.580408429399811
48_10	-0.524330939694699	0.971441948882842	0.355970871328245	0.580580119916687
10_44	-0.366244120175543	4.68780427579396	0.35600366085101	0.580588388735063
135_21	1.35470333512829	-2.04715278551509	0.356227540884396	0.580908271864191
5_259	0.459724694789667	2.79122848043369	0.356302994590527	0.580957328264125
182_7	0.354615928997172	4.24344102922416	0.35631309806068	0.580957328264125
458_3	0.876149613737534	1.61125698422195	0.356418865470484	0.581084544039798
83_69	0.498587897602513	1.5020511806718	0.35654769480656	0.581249335906242
65_88	0.508185818451817	0.73838765416751	0.356642838461514	0.581359191499449
1838_1	0.484110461609199	1.26929421876178	0.3568187639245	0.581600701198339
65_68	-0.515989262815664	2.698941776949	0.356861161665351	0.581615388513086
84_127	0.326959989265989	5.06026078156661	0.356883312158997	0.581615388513086
11_33	0.328206182767609	5.63405286811907	0.356937575091718	0.581658563004438
7_184	-0.349579064371698	6.4929895748968	0.357002039047343	0.581718352874327
43781	0.418715694987992	2.9359944237048	0.357030091266091	0.581718806812001
58_109	-0.35228519858892	4.6496408700829	0.357174149703786	0.581897210298091
13_102	-0.325188980519008	5.64262488310862	0.357197302743122	0.581897210298091
139_78	0.3369388256711	4.76317080079331	0.357222932920165	0.581897210298091
18_167	0.364299407759001	6.82480660256756	0.357434577634733	0.582196689366162
28_12	0.338120760939417	4.91420259361885	0.357480475755113	0.582226171437858
2_28	0.432326576716469	2.49752801908832	0.357596503539309	0.582369859780019
117_85	-0.783739883286272	-0.312794121155495	0.357631412598286	0.582381428772438
28428_1	-0.705589142942597	-0.910421939777742	0.357690753380065	0.582432778476675
8_186	-0.674851957540615	0.579702700657399	0.357829864726306	0.582594150923317
98_26	-0.43963029139068	4.18516593741931	0.357845488261087	0.582594150923317
72_48	-0.355568465844289	7.64330259221674	0.357985150292195	0.582776229820458
76_2	0.381569915999921	3.91654905403491	0.358013317357443	0.5827767880665
33072	0.788730156307817	-1.5312122626984	0.358291998286792	0.583185102899974
96_31	0.39464754028624	3.46308447290648	0.358387845558498	0.583289049804747
2_162	1.24459200263806	-2.13193483073657	0.358411557459398	0.583289049804747
288_1	-0.892195217111955	-1.37580673677235	0.358551226216616	0.583471014925571
96_50	0.348136016162689	5.28458932227942	0.358648671869974	0.583526620216844
132_36	-0.350113218798096	6.29062892630737	0.358689173014689	0.583526620216844
33_70	0.741949254916462	0.276630923920243	0.358706146904915	0.583526620216844
62_98	-0.331543410691211	5.56032889937382	0.358717480866888	0.583526620216844
285_9	-0.354203204649055	4.58916968673936	0.358724696200147	0.583526620216844
17_139	-0.609168894550094	-0.46792126689933	0.358763473800947	0.583540395013281
92_3	0.367004313367471	3.73615610080794	0.358789516305228	0.583540395013281
122_43	0.531283940903801	1.44097132494336	0.358816746114874	0.583540395013281
111_38	0.836749337146012	-1.50151396694919	0.358970762233225	0.583745544640909
197_5	0.341636380228344	5.94594089860727	0.359028015312751	0.583793322003382
16_42	0.592521525972121	0.542740828506371	0.359121464832169	0.583865892392495
55_6	-0.402961643557679	3.92321562587306	0.359128397789091	0.583865892392495
108_19	0.330490580188182	5.28630838247452	0.359276828716009	0.584061873444335
17_47	-0.351080582914091	5.58147937379814	0.359346948894298	0.584130527325655
176_7	-0.43747682368926	2.93410141483347	0.359482538357981	0.584297045568398
964_1	0.344264248352785	6.79537719899105	0.359505181486749	0.584297045568398
35_51	-0.613641848279511	-0.0123586997629546	0.35955130497213	0.584299745232804
29397	0.326421452749333	4.97018298163604	0.359562636252357	0.584299745232804
3_32	0.536685896544419	1.77973233772014	0.359652978465794	0.584401212875567
3_155	-0.378500557222115	3.70335557061705	0.359722209754693	0.584468364231793
153_25	-0.77257761721234	-1.69691101086653	0.359929877947748	0.58476041681784
40034	0.394989167046247	3.35880558512569	0.360164891121602	0.585031295901337
6_146	-0.335284946419788	4.90658476401915	0.360169567942062	0.585031295901337
101_25	0.325931352828459	5.81259094201554	0.360180403945941	0.585031295901337
39_70	0.861594269454525	-1.97217305407456	0.360250087018001	0.585099106125312
74_75	0.860499104264264	-1.97183129982223	0.360413025554756	0.585297618891937
462_1	0.357093772971722	7.34149955783659	0.360445018127476	0.585297618891937
4173_1	0.406083078937329	3.29837733159339	0.360456146387543	0.585297618891937
37_62	0.424614808430917	2.59644868104549	0.360489441463629	0.585306306314397
9_105	-0.329923619938956	6.01637079841468	0.360548313369195	0.585356023717197
19_186	0.372762644656628	5.31691096597411	0.360624148617857	0.585356023717197
2207_1	0.349519449435707	6.69732222947257	0.360633180528354	0.585356023717197
180_23	-0.3668158799798	4.2346009431918	0.360653321602504	0.585356023717197
23_77	0.327748193175972	5.36664099606051	0.36065979880976	0.585356023717197
151_12	0.356904785468842	4.02718442523241	0.360726074240341	0.585418226016112
87_73	0.324131030437631	5.68859910073693	0.360779544237644	0.585459638495193
8_266	-0.452029245525779	2.91446116267586	0.360879522972185	0.585530893211557
26_284	-0.385931713097087	5.55719886750838	0.360886975071922	0.585530893211557
9_246	0.344399933797869	4.17931681979096	0.360907320666565	0.585530893211557
319_3	-0.408307807246283	3.19488602090342	0.360970750003236	0.58556987917073
40_95	0.49038898929616	7.14201611641428	0.360989381557624	0.58556987917073
33_197	0.324255456104206	5.05372458577673	0.361017132411869	0.58556987917073
6_29	-0.322717583302536	5.24483771671086	0.361043180692805	0.58556987917073
10_146	-0.54943144909058	1.38403965300976	0.361208143142302	0.585792067991911
52_60	0.339491481464551	4.67247342286738	0.361312254284165	0.585873947487928
111_15	-1.4693318567337	-2.60170393812634	0.36133900148521	0.585873947487928
5_202	0.345358329203727	4.18974770254259	0.361342547321511	0.585873947487928
71_52	0.475836032186708	1.23840651984381	0.361408023621287	0.58589738009619
318_7	-0.656249353729968	-0.23769270143876	0.361412945850693	0.58589738009619
18_85	0.330668789686412	4.87316288914134	0.361458590216097	0.585908371715875
71_9	0.476323190290611	2.58098106466672	0.361479471372653	0.585908371715875
100_2	0.348650924172621	4.41803610947165	0.361503647060599	0.585908371715875
27_119	0.325000043043886	5.6650216327065	0.361812786201491	0.58636403644307
1_301	0.329279295326757	6.02019413140612	0.361848623798925	0.586376744717097
29_27	-0.773606556630541	-1.69659988703563	0.361941412824948	0.586481733840209
34637	-0.476576849851829	1.76513282727898	0.362005998903955	0.586524782429
126_5	-0.424211758634503	2.581271055427	0.362023986022541	0.586524782429
70_19	1.67774464140725	-2.67624219561183	0.362152005461178	0.586649142278128
3_261	0.323164622742212	4.97243336940083	0.362158153266195	0.586649142278128
31_44	1.67774073662956	-2.67624219561183	0.362184772442038	0.586649142278128
138_31	0.364103529531183	6.98954885702165	0.362397346215085	0.586878830209112
104_40	0.728863952860565	0.00357486930064982	0.362398395030314	0.586878830209112
1833_3	0.336593414990486	5.14753155337141	0.362431074014615	0.586878830209112
898_1	0.415179095522722	5.1741890961363	0.362438656899253	0.586878830209112
87_40	0.3761006242461	6.84549764268067	0.362637995721102	0.587156216788689
103_79	0.575843049506549	1.09547876968032	0.362734901382649	0.587267721222817
991_2	-0.358525048964596	4.10984983759646	0.362802471052626	0.587331717127627
78_53	0.341223024571254	4.48900713529049	0.362837431059059	0.587342916263389
92_70	-0.401413628780123	3.14806412632368	0.362944711949528	0.587471174017222
82_34	0.342551091196455	6.60626618999166	0.362995442498179	0.587507885258045
10_255	0.359027890548138	8.75761169433361	0.363127489127868	0.587676190680204
2_379	-0.648733056846834	-0.282977281729384	0.363419636796453	0.588099139719927
69_67	-0.44960629048124	2.10323638079837	0.363469025623759	0.588099139719927
13_133	-0.324829858170393	5.85696524910428	0.36348584342254	0.588099139719927
128_42	-0.460896586139993	1.78576564091146	0.363501144082797	0.588099139719927
111_42	0.439599199010116	2.30481703527046	0.363557642812249	0.588145116915312
5_32	0.825274121148267	-1.72600064215657	0.363612131550229	0.58818783559774
631_2	-0.400101131313322	3.25052852058175	0.363669466175718	0.588197140556652
18_212	-0.432721182539302	2.26965081622024	0.363674049663817	0.588197140556652
252_13	-1.25506882533349	-2.68777069061841	0.363805625129805	0.588330443880564
1092_1	0.443436707234378	2.49794166719687	0.363812647846315	0.588330443880564
47_54	-0.703235176557623	-0.413789534031983	0.363841508881103	0.588331691771381
72_45	-1.25767346065623	-2.6869610322068	0.364027371245117	0.588574666403873
205_10	0.551783091613622	0.219274852237124	0.364047973419059	0.588574666403873
33583	0.430050191538177	2.54880571430154	0.364138576311841	0.588675708617745
26_32	0.331175261757519	6.02771980168771	0.364192482666009	0.588717415253497
103_54	0.320646276469341	5.15708100695259	0.364339830851972	0.5889010475165
9_262	-0.355469152027806	4.26922770918536	0.364362314383687	0.5889010475165
9_319	-0.359057261430717	6.26144965887298	0.364435464622337	0.588973827663182
21_42	0.358409528259012	9.17250972686476	0.364498414647281	0.589015871131419
35494	-0.389242092804627	4.70525396245984	0.36451772363836	0.589015871131419
603_4	0.403802684759536	3.12407318261028	0.364845113574748	0.589499414010884
1872_2	0.336377198311453	5.5279178101339	0.364928435686236	0.589588559506959
130_62	0.365822573944419	4.10017709398755	0.365050174450182	0.589739753479295
32_40	-0.434218978349087	3.61738383469843	0.365089787175716	0.589758259478279
20_55	-0.34294574753903	6.86709646739754	0.365157489171146	0.589822133931492
9_168	-0.321831581315577	5.70288079658233	0.36518717080879	0.589824590730267
42_91	0.326024711352778	4.92305074114591	0.365235044210383	0.589856426940125
62_42	-0.319826934134252	5.48990999459916	0.365344638625175	0.589933275097585
28_140	0.395143140485319	3.17739084641314	0.365356207414447	0.589933275097585
49_122	-0.336283324355533	4.61805951787462	0.365367125546234	0.589933275097585
87_19	-0.400119308137336	3.14550140946005	0.365409928211514	0.58993494897597
33990	0.325437968586322	5.98070790979192	0.36542449405654	0.58993494897597
205_4	1.69648000645522	-2.67171504506354	0.365480499400185	0.589979889012475
157_10	-0.527983766081108	1.22841177185229	0.365557133909339	0.590037953982679
273_6	-0.343329720045643	6.23260561202544	0.365590565234574	0.590037953982679
163_13	0.59766958902632	2.49115002599265	0.365600981942574	0.590037953982679
52_90	-0.569321120219758	0.0031371494976172	0.36568221870124	0.59008649088427
1_58	-0.874363845374217	-1.59743356367874	0.36569282306176	0.59008649088427
25_199	0.535705918216897	0.7317346331879	0.365715575945033	0.59008649088427
209_6	0.346148179981798	4.06708268913919	0.365876811910152	0.590228135190006
41_30	0.321750828389917	5.04685277045405	0.365902863961051	0.590228135190006
195_32	-0.437784061027941	7.47823547506662	0.365907047972411	0.590228135190006
35_41	0.522055627246531	2.05862431412179	0.365917289876121	0.590228135190006
87_53	0.370373804307452	3.68819104111375	0.365944261808423	0.590228135190006
13_60	0.322516270237064	5.37057183898453	0.366055112639529	0.590318469063311
6_53	0.356651558956351	8.66139584918643	0.366107228552605	0.590318469063311
8_118	0.490391255034689	4.60863573872492	0.366111079390248	0.590318469063311
657_3	0.334626386265441	5.97698789079257	0.366123176198597	0.590318469063311
162_13	0.3509968379441	8.04643285602485	0.366141190336666	0.590318469063311
30_42	0.352751817725235	4.05359613710942	0.366202314500376	0.590332661320577
67_59	-1.27900021905825	-2.69227208176319	0.366228105746113	0.590332661320577
2741_1	0.374387002042189	3.69709532738946	0.366234547682004	0.590332661320577
106_11	-0.34245887022728	6.60590576741374	0.366281380781847	0.590353305789853
2_156	-0.448081264138133	5.95644731367174	0.366303727001429	0.590353305789853
87_17	-0.736987989924286	-1.2779947774392	0.366366909663105	0.590409704000442
2529_1	-1.04326076599173	-2.22953963030368	0.366439975158856	0.590431117244287
25_67	-0.326379993371529	4.96706567396066	0.366487986269677	0.590431117244287
177_2	0.854884464918367	-1.61056983237456	0.366519786655881	0.590431117244287
23_88	0.384972959710767	3.6867027125268	0.366529012307071	0.590431117244287
2_335	-0.490728417458091	2.3375512844286	0.36657420058462	0.590431117244287
52_18	0.416931785420805	2.67165166564173	0.366585469275655	0.590431117244287
71_31	0.607274679715657	-0.0188108078415093	0.366595728213344	0.590431117244287
791_3	0.363770879818254	3.73219570228681	0.366605714001525	0.590431117244287
631_4	0.346802509384354	4.10141351488187	0.366835453898803	0.590700894591322
58_119	0.935509163368987	-0.641113764529044	0.36684969868412	0.590700894591322
59_96	0.465674720732451	1.73813215767968	0.366857829402908	0.590700894591322
60_21	1.67893427591863	-2.67664835778543	0.366946478884218	0.59079821663694
8_61	-0.539938853919069	0.325483219170602	0.367038279154267	0.590900596224913
114_35	-0.407465005254721	3.37768592400941	0.367208121597319	0.59109131771976
