Genes	logFC	PValue	FDR
53_103	-0.149435599313733	0.693255006822929	0.84547723989206
153_20	0.149747119243796	0.693436366703965	0.845649181986291
27_174	0.139639357597611	0.693630389080383	0.845836545137902
36520_2	0.629116776314089	0.693682532152396	0.845850884085226
58_77	-0.247917207018957	0.693824784055839	0.845975090351004
311_5	0.157264784384183	0.693932381836331	0.845991518973586
42_26	0.178526528625854	0.693943943121317	0.845991518973586
43582	-0.218833600875946	0.693959431247801	0.845991518973586
74_1	-0.148479483554451	0.694178031370694	0.84616103579202
48_74	-0.161531711590608	0.694179282788937	0.84616103579202
352_2	0.167912738256248	0.694312189099421	0.846261302934277
53_161	0.449274707680022	0.694358102174628	0.846261302934277
108_56	-0.155458068364933	0.694430170515814	0.846261302934277
70_115	-0.146222339225055	0.694443150983407	0.846261302934277
86_68	-0.461202172262301	0.694463560507727	0.846261302934277
36_14	-0.179776736519444	0.694555868415746	0.84632454848844
173_18	0.152538585813771	0.694650064681973	0.84638629056765
1696_2	0.151950188626357	0.694701783645832	0.84638629056765
139_80	0.145656582430902	0.6947404243067	0.84638629056765
5_169	-0.166874100802079	0.694768178263529	0.84638629056765
102_3	-0.186390980464115	0.694985299709936	0.846601553008294
59_4	0.16767901830706	0.695094938566786	0.846679949618839
91_39	0.288444938231128	0.695154777387027	0.846679949618839
23_149	0.141099827764032	0.695181602339946	0.846679949618839
1_434	-0.20517930695127	0.695211352281919	0.846679949618839
136_48	-0.186663129350605	0.695401448171909	0.846862220591931
64_96	-0.154800219319375	0.695651315008795	0.8470712816042
117_50	0.403002880778342	0.695654004052225	0.8470712816042
1008_3	0.145109490450178	0.695808298384902	0.847209906387151
35_32	-0.162579592339743	0.695954486199389	0.847301559624117
21_17	-0.14864236983909	0.695964479912786	0.847301559624117
51_35	-0.158530001212055	0.696021442126518	0.847320342556877
3_217	-0.237244806063432	0.69607318083244	0.847320342556877
652_5	0.16038397429716	0.696101271634098	0.847320342556877
97_12	-0.143665173114496	0.69614539356052	0.847324806376401
182_19	-0.164072107944793	0.696250055417958	0.84740295256721
30_28	-0.191902544255679	0.696592182709231	0.847730108990506
25_163	-0.150471997986925	0.696619641105216	0.847730108990506
11_144	-0.175942641574592	0.696640278631873	0.847730108990506
55_19	0.144406966807431	0.696728231508633	0.847786470567058
3_252	0.14891479413863	0.696767548548166	0.847786470567058
71_45	0.304867042891757	0.696908386482016	0.847908577105189
46_9	-0.169891686594338	0.697101257582105	0.848093973051649
48_71	0.139080966445762	0.69727380456831	0.848254622563934
1_196	-0.398505994097621	0.697643907611407	0.848655572361535
13_169	0.196033358472752	0.697698824737768	0.848673086946544
2_202	-0.348179920188593	0.697873472027767	0.848836229478605
101_46	0.171735618366178	0.698040473743737	0.848990054152637
82_65	0.251117100719473	0.698180601951217	0.849088914057081
12_253	-0.254911914442294	0.698225274415211	0.849088914057081
15_130	0.368995142329414	0.698243373393133	0.849088914057081
2054_1	0.140742466988861	0.698423147087273	0.84925821862078
162_10	-0.176562511879571	0.69850218652181	0.849305021287549
26_298	0.157579308055122	0.698818242241301	0.84963897923792
43_117	-0.180784497558392	0.698925808309345	0.84963897923792
17_215	-0.177287216388725	0.698949463079054	0.84963897923792
56_60	-0.198039390678654	0.698950458265914	0.84963897923792
91_68	0.255713440497118	0.698979673012585	0.84963897923792
183_22	-0.150160364602375	0.69968683136067	0.850449203972216
5_305	-0.181240514377553	0.699884443110428	0.850560306396868
48_47	-0.274711407131096	0.699893163922582	0.850560306396868
245_12	-0.234887973571348	0.699965969896183	0.850560306396868
99_55	-0.150094156996867	0.699978883475539	0.850560306396868
3389_1	-0.147643225120683	0.699981284381132	0.850560306396868
52_113	0.144650389136558	0.700053479004303	0.850582675109384
10_179	-0.137142092061072	0.700080913640997	0.850582675109384
32_74	0.153333105133232	0.700137237622905	0.850601765777944
66_47	0.29411493110648	0.700334865128255	0.850741824038015
131_16	0.148621854797523	0.700384943740421	0.850741824038015
46401	-0.186795834461212	0.700392115764177	0.850741824038015
82_11	-0.15107926049417	0.700414992299429	0.850741824038015
37_5	-0.14537454552239	0.700488008266109	0.850781173275364
120_14	-0.162896170466668	0.700729230798601	0.850914349985424
107_129	-0.152408383234075	0.700742489491537	0.850914349985424
26_136	0.148971730635683	0.700762628399862	0.850914349985424
3109_1	-0.139887896644668	0.700795484579145	0.850914349985424
3663_1	0.146338393302428	0.700800789555911	0.850914349985424
37_15	0.213207800817997	0.700869598111134	0.850914747089905
65_58	-0.211847070931998	0.700889764936966	0.850914747089905
91_41	-0.156901167002772	0.700922995060498	0.850914747089905
42_152	0.407189354705803	0.700996807411895	0.850915579746755
36578_1	0.755656818663088	0.701004933326821	0.850915579746755
19_259	0.148257051598533	0.701172893822583	0.851018534647857
123_13	0.145716255505288	0.701176635839315	0.851018534647857
132_49	0.138851098493804	0.701211643397122	0.851018534647857
52_128	-0.254161169404442	0.701289738315184	0.851023411596599
64_118	0.242531041880579	0.701336957671628	0.851023411596599
15_82	0.221417713520127	0.7013629403595	0.851023411596599
30_81	0.234553048595226	0.701391186203206	0.851023411596599
20_219	0.13831228904824	0.701498422539911	0.851023411596599
53_52	0.185377089098204	0.701500502011434	0.851023411596599
47_26	-0.14426678562145	0.701538647644534	0.851023411596599
50_61	-0.139990542111388	0.701589830350466	0.851023411596599
54_58	-0.146707260834971	0.701624754597139	0.851023411596599
24_94	-0.185517924279313	0.701664964676589	0.851023411596599
1755_1	-0.146398439087505	0.70168591692279	0.851023411596599
263_15	-0.24311494368059	0.701714060401626	0.851023411596599
195_12	-0.203172848231417	0.701743869261631	0.851023411596599
205_30	0.171217026046281	0.70195370077448	0.851228593256223
26_185	-0.138672247053631	0.702036334079789	0.851248133051755
56_111	0.143667621996547	0.702051098130151	0.851248133051755
129_8	-0.185243248812516	0.702182941420547	0.851319180975755
923_1	-0.18808721121427	0.702200813036952	0.851319180975755
48372	0.205379974046068	0.702235050431618	0.851319180975755
138_30	-0.137199153080823	0.702272275430847	0.851319180975755
68_20	-0.149616818993908	0.702351039195339	0.851365386651217
73_93	-0.140552020109713	0.702564329605442	0.851574646040856
30_108	0.160247885631628	0.702758377687429	0.851711739559575
142_52	0.182771386340466	0.702902358278566	0.851711739559575
62_172	-0.136237440674828	0.702937690692494	0.851711739559575
37_53	0.13840638148823	0.702941561947509	0.851711739559575
9_87	-0.13933893857769	0.702966556012789	0.851711739559575
183_15	0.144992649202091	0.70297762310089	0.851711739559575
250_13	0.139872187538578	0.702993051810097	0.851711739559575
18_221	-0.229656972564463	0.703017698080352	0.851711739559575
2_83	0.136965094789066	0.703053129888794	0.851711739559575
42254	-0.188178683019513	0.703084076246601	0.851711739559575
27_236	-0.134912758472194	0.703175805025231	0.851730227226757
78_20	-0.135011005997224	0.703180667901889	0.851730227226757
39954	0.220350033530054	0.703258031324304	0.851735288330134
15_80	0.219533103059659	0.70326617695781	0.851735288330134
28586_2	0.150102473076141	0.703550213354766	0.8520218633136
3042_1	0.146331585424906	0.703584156021581	0.8520218633136
7_82	-0.14510682825631	0.703862185611518	0.852309271991285
1735_1	0.194927125148241	0.70395999643847	0.852378432501084
92_6	0.144057772371878	0.704141749135558	0.85254921877821
59_50	0.207430362141137	0.704242897552014	0.85262239822121
80_31	-0.140686668684702	0.704330281479988	0.852678905589177
20_59	0.14316237832983	0.704430097807655	0.852750456512619
51_65	0.138312128042412	0.704558854613446	0.852850908542663
67_49	0.150317716183959	0.704615614430676	0.852850908542663
609_2	0.302787875392236	0.704635233818609	0.852850908542663
17_178	0.141584471090763	0.704841038632341	0.853050708087044
3_170	-0.140913213132204	0.704898312766882	0.853070732125864
29_38	-0.323830970622363	0.704956931684973	0.853089049061309
1460_1	-0.146099041838029	0.705000621591974	0.853089049061309
245_2	0.302155445194131	0.705035638064037	0.853089049061309
746_2	0.134248580969183	0.705117945693494	0.853126196153996
56_63	0.274707126167501	0.705185463906695	0.853126196153996
39682	-0.167461941544553	0.705188533493155	0.853126196153996
18_168	0.136859035249669	0.705384724143025	0.853314257085344
59_59	0.20510025840491	0.705531915157767	0.85344302413973
25_200	0.390861560363977	0.705620819131877	0.85350127377669
2_104	-0.249074136898908	0.705732861086799	0.853539528147657
91_56	-0.153619498718222	0.705733948362909	0.853539528147657
266_3	0.217461522981733	0.705818164943486	0.853592093350732
103_30	-0.16320822290496	0.705890076807831	0.853629772444574
357_1	-0.171111483264019	0.705985904620575	0.853696366969456
17_216	0.350426580487597	0.706076323595861	0.853756413677133
21_175	0.142581930142587	0.706371063827957	0.854063495461327
18_94	0.292582776679859	0.706411851715497	0.854063509246195
26180	0.141709478218458	0.706557926107732	0.854190808792291
42519	-0.170438306551524	0.70664652789057	0.854248616337758
152_46	0.142158565027378	0.706750355836844	0.854324822704606
166_4	-0.147771851132523	0.706896649239176	0.854452349856564
272_5	0.391915766053743	0.707143871638488	0.854614018839289
2_416	0.148465109820548	0.7071500828867	0.854614018839289
59_74	-0.186434388312844	0.707193185583147	0.854614018839289
64_67	-0.133523323195245	0.707215862792266	0.854614018839289
23_2	-0.13691494759827	0.707277493834753	0.854614018839289
1160_1	0.153441099804155	0.707303120421339	0.854614018839289
81_92	-0.218765419233044	0.707377672002746	0.854614018839289
114_18	0.134024433880568	0.707386101246482	0.854614018839289
165_10	-0.185388223890346	0.707397624474421	0.854614018839289
52_97	0.136498447973011	0.707438774348657	0.854614438155071
2_34	0.16951427919485	0.707695797110876	0.854875625496701
17_108	-0.132486961243631	0.707881589097848	0.855050743001985
75_123	0.179592478189684	0.707939146366349	0.85507095442265
1_353	0.147255514806921	0.70812479292671	0.855217282903577
45061	-0.140733879948356	0.708141959293232	0.855217282903577
110_23	0.781150468526002	0.708335697118362	0.855401935893917
4_110	-0.160931448274204	0.708454979711737	0.855493288962088
33_169	0.13786729757924	0.708493033675644	0.855493288962088
10_52	-0.369921912070542	0.708626132308315	0.855604677534885
1347_1	0.17787433707705	0.708668789073588	0.855606858839423
136_78	0.403345521703914	0.708830772549128	0.855753099950515
59_55	0.16669918507679	0.708874392505915	0.855756435218236
223_12	-0.13556697137018	0.708935213641333	0.855780534246887
13_157	0.135111551239533	0.709078383385495	0.855871172980409
100_24	-0.157203527667123	0.709099728089928	0.855871172980409
84_52	0.141928636132735	0.709170030125479	0.855871172980409
15_69	-0.164419276087297	0.709191820068961	0.855871172980409
78_82	-0.144291806683404	0.70921461342793	0.855871172980409
34_140	-0.13967008787366	0.709357130176447	0.855892372030981
88_24	0.376126076859004	0.709357555996929	0.855892372030981
136_18	0.141434601999365	0.70935968662025	0.855892372030981
386_3	0.139745939485328	0.709395635161511	0.855892372030981
55_187	0.310759412592047	0.709474912566012	0.855895954057564
103_69	0.132766159502239	0.709492733020431	0.855895954057564
170_24	0.187894265256985	0.709529376010034	0.855895954057564
1071_3	-0.210897462163773	0.70956205997878	0.855895954057564
74_23	0.144784423971513	0.709658679480031	0.855963204244702
272_2	-0.181766582521999	0.709718034298341	0.855985502037243
87_67	-0.196625543097428	0.709865986244826	0.85606769286511
103_12	0.211658316122127	0.70993892281617	0.85606769286511
90_30	-0.186094467124834	0.709948143304301	0.85606769286511
417_1	-0.150728771153377	0.709981905399648	0.85606769286511
6_66	-0.135989993212059	0.709990541549765	0.85606769286511
84_35	-0.151663980418942	0.710119377577478	0.856136016658254
53_65	-0.60095860921622	0.710158779180568	0.856136016658254
9_114	0.163315539402622	0.710169833058988	0.856136016658254
53_18	-0.352040275557471	0.710225225399477	0.856153516316088
9_195	-0.392274605423873	0.710317874309452	0.856215922963367
51_112	-0.13172019917601	0.710748855229485	0.856634676223312
4_155	-0.131517290440332	0.710769127448527	0.856634676223312
56_49	-0.144703262280498	0.7108274792554	0.856634676223312
19_180	0.152923048334162	0.710828869551738	0.856634676223312
78_58	0.141145039843943	0.710990459443336	0.856746753590507
55_17	0.141138124904563	0.711003679680602	0.856746753590507
252_3	0.270031304376145	0.711137779216509	0.856816429095235
2_231	-0.282461371916269	0.711143318376298	0.856816429095235
50_150	0.140213162269234	0.71119159279386	0.856825304059097
205_9	0.139566573818607	0.711306148701982	0.856914027640804
14_62	-0.135041695065396	0.711425340716343	0.857008325835613
190_12	0.130974055411514	0.711507210062827	0.857028925926544
64_65	0.165447098954368	0.711525339011564	0.857028925926544
83_90	-0.142242935275293	0.711565195600984	0.857028925926544
83_77	0.169798244111651	0.711628678040588	0.857029077467035
3_491	-0.133986733527093	0.711647157570144	0.857029077467035
17_218	0.13229769434375	0.711969966068812	0.857368535578179
59_75	0.266903308073062	0.712187938628674	0.857545173530842
7_219	-0.203284889675765	0.712198533949344	0.857545173530842
103_40	0.204321266574796	0.712443605794587	0.857705506062271
98_69	0.154789033701044	0.712445142739784	0.857705506062271
5_132	0.145969570449727	0.712454542586364	0.857705506062271
12_166	0.143181323159434	0.712541738203995	0.857747876128306
41422	0.184462369741626	0.712634274862457	0.857747876128306
109_32	0.476599371444946	0.712648367789967	0.857747876128306
82_4	-0.262296163513094	0.712679455666249	0.857747876128306
13_85	0.144930501521388	0.712694499320167	0.857747876128306
83_88	-0.136625159946047	0.712828754943346	0.857813752966015
85_94	-0.137391733998591	0.712881306143024	0.857813752966015
62_124	0.216492587116231	0.712912896736835	0.857813752966015
9_266	0.164414535394804	0.712913057907826	0.857813752966015
39_79	-0.140498831534368	0.713082634050052	0.857968507018516
6_273	-0.140304032189998	0.713250611130013	0.858053608416794
84_7	-0.165804701622426	0.713263247060986	0.858053608416794
70_62	-0.13315519076137	0.713276265273087	0.858053608416794
21_53	-0.147488554389608	0.713592711064452	0.858253435488658
152_17	-0.152327603425197	0.713616401792211	0.858253435488658
20_82	-0.185887665835607	0.713635138253885	0.858253435488658
5_199	0.143882620668283	0.713641759778457	0.858253435488658
114_39	0.139981595080046	0.713647258652206	0.858253435488658
26_231	-0.146078841618348	0.71376839127474	0.858349828055889
40_4	-0.392139470180589	0.713853938600923	0.858365674984504
128_16	0.149684546482425	0.713863532707332	0.858365674984504
40005	0.172970994803441	0.713986474054655	0.85846421923506
9_295	0.139963808520979	0.714175637811239	0.858642370355112
182_2	-0.143200755208885	0.714227076869485	0.858654926244481
35884_2	-0.179516208202364	0.71430555773661	0.858699988910824
106_72	-0.137113082510026	0.714364821446583	0.85872194589065
623_2	-0.265303847160755	0.714486109291577	0.858818453894524
494_1	-0.136351001714179	0.714572310957107	0.858872779352497
